28-Aug-2025 06:37:35,9231.092014,15700.7934,3779.388889,10065.44271,6,0,253.065918,75.84840679,79.27866354,10.00811688,8.329997312,8.930996785,1.004902133,0.7666609999,0.7663637623,0.04500455516,25.14646733,356.0133973,356.0133973,82739.3313,84341.55376,82737.80461,84340.02707,25000,26125.11388,0.5145464312,0.5044737545,0.5000000195,0.5000000195,13.64376343,13.7278064,-0.9999999752,-0.9999999752,75.84840679,0,0,45.31314468,928.2001208,982.8000069,950.0045776,4.503885905,46.33580705,70,4.434507689,14.32617188,0,0,0.181220235,0.5859375,0.3003821475,0.9600909345,0.4990110756,1.610067893
28-Aug-2025 06:37:36,9212.728299,15901.94097,3778.965278,9945.368056,6,0,249.8644477,77.46837552,80.90723891,10.00811688,8.329997312,8.920376513,0.9863562402,0.7747225579,0.7502586221,0.04500455516,25.68294692,356.5498769,356.5498769,82793.72135,84398.35821,82792.19465,84396.83151,25000,26125.11388,0.5013000117,0.4939037801,0.5000000195,0.5000000195,13.91898438,13.99807617,-0.9999999752,-0.9999999752,77.46837552,0,0,45.29938126,868.2000019,871.8000054,950.0045776,4.503885905,46.33580705,70,4.431276673,14.37011719,0,0,0.1783200763,0.5786132813,0.2960351703,0.9600909345,0.499804737,1.610067893
28-Aug-2025 06:37:37,9219.657118,15771.4375,3779.269965,10016.78733,6,0,242.5145942,76.43297015,79.87866687,10.00811688,8.329997312,8.929167075,1.00170506,0.7480785184,0.7716091168,0.04500455516,26.22415716,357.0910871,357.0910871,82847.75025,84454.8228,82846.22355,84453.29611,25000,26125.11388,0.5125110899,0.5033887385,0.5000000195,0.5000000195,14.1969873,14.27130127,-0.9999999752,-0.9999999752,76.43297015,0,0,45.31314468,834.0001332,833.9999914,950.0045776,4.503885905,46.33580705,70,4.352436977,14.45068359,0,0,0.176639937,0.5859375,0.2905660367,0.9600909345,0.4847505188,1.610067893
28-Aug-2025 06:37:38,9202.560764,15903.85243,3778.97092,9930.521701,6,0,237.044298,77.53354442,80.98251767,10.00811688,8.329997312,8.921561643,0.9884247283,0.7704410106,0.7483711665,0.04500455516,26.76800075,357.6349307,357.6349307,82902.77149,84512.29159,82901.2448,84510.7649,25000,26125.11388,0.5051218064,0.4969084424,0.5000000195,0.5000000195,14.47349365,14.54310913,-0.9999999752,-0.9999999752,77.53354442,0,0,45.31314468,1020.599991,998.3999729,950.0045776,4.503885905,46.32537106,70,4.45721594,14.47998047,0,0,0.1798009382,0.5932617188,0.2973520895,0.9701498453,0.4980248632,1.63018561
28-Aug-2025 06:37:39,9212.971354,15790.1875,3779.259115,9999.251736,6,0,235.8869086,76.60150022,80.05394364,10.00811688,8.329997312,8.929026328,1.001458753,0.7708274896,0.7526716457,0.04500455516,27.31315655,358.1800865,358.1800865,82957.20767,84569.18121,82955.68097,84567.65452,25000,26125.11388,0.5099252885,0.5008636212,0.5000000195,0.5000000195,14.75075439,14.81519165,-0.9999999752,-0.9999999752,76.60150022,0,0,45.31314468,892.8000314,901.7999768,950.0045776,4.503885905,46.32537106,70,4.411796949,14.51660156,0,0,0.1794780793,0.5932617188,0.2955416567,0.9701498453,0.4969043657,1.63018561
28-Aug-2025 06:37:40,9215.432292,15493.81076,3779.726562,10141.13281,6,0,236.983724,74.34170527,77.79680355,10.00811688,8.329997312,8.946879767,1.032693434,0.7839517122,0.7487097101,0.04500455516,27.85193825,358.7188682,358.7188682,83009.38014,84623.77845,83007.85344,84622.25175,25000,26125.11388,0.5260919734,0.5158267584,0.5000000195,0.5000000195,15.03072388,15.08996338,-0.9999999752,-0.9999999752,74.34170527,0,0,45.31314468,885.5999914,903.5999775,950.0045776,4.503885905,46.32537106,70,4.611253965,14.47265625,0,0,0.1859703506,0.5859375,0.3040387237,0.9701498453,0.5131123471,1.63018561
28-Aug-2025 06:37:41,9221.194444,15725.81076,3779.562066,10042.57552,6,0,241.0618761,76.03853753,79.49295299,10.00811688,8.329997312,8.933597543,1.009448408,0.7913246453,0.7571242178,0.04500455516,28.39644541,359.2633754,359.2633754,83063.3212,84680.17004,83061.7945,84678.64334,25000,26125.11388,0.5100383701,0.5016770884,0.5000000195,0.5000000195,15.30639771,15.36024048,-0.9999999752,-0.9999999752,76.03853753,0,0,45.31314468,895.2000982,897.5999951,950.0045776,4.503885905,46.33580705,70,4.484486857,14.49462891,0,0,0.1782660745,0.5786132813,0.2999966964,0.9600909345,0.5012794281,1.620126699
28-Aug-2025 06:37:42,9220.889757,16018.95139,3779.279948,9906.361979,6,0,240.376275,78.21089028,81.66438342,10.00811688,8.329997312,8.917391251,0.9811484309,0.7914548102,0.7640970308,0.04500455516,28.93917463,359.8061046,359.8061046,83118.63691,84737.92827,83117.11021,84736.40158,25000,26125.11388,0.4977843786,0.4888809236,0.5000000195,0.5000000195,15.58001465,15.62915771,-0.9999999752,-0.9999999752,78.21089028,0,0,45.29938126,813.0001237,834.5999718,950.0045776,4.503885905,46.33580705,70,4.358847716,14.53125,0,0,0.1743941021,0.5859375,0.2923985012,0.9701498453,0.4853212449,1.600008878
28-Aug-2025 06:37:43,9227.75434,15758.68056,3779.790799,10037.92535,6,0,241.932373,76.22932561,79.67866576,10.00811688,8.329997312,8.931306836,1.005443254,0.7970098961,0.7578285875,0.04500455516,29.48281503,360.349745,360.349745,83172.70663,84794.44463,83171.17993,84792.91793,25000,26125.11388,0.5143480284,0.5068695992,0.5000000195,0.5000000195,15.8602771,15.90442383,-0.9999999752,-0.9999999752,76.22932561,0,0,45.32691193,731.4000989,731.9999933,950.0045776,4.503885905,46.34624304,70,4.455545652,14.55322266,0,0,0.1815427359,0.5932617188,0.2951914503,0.9600909345,0.4966694396,1.63018561
28-Aug-2025 06:37:44,9229.106771,15743.34028,3779.932292,10047.62413,6,0,245.0679525,76.10288602,79.54624381,10.00811688,8.329997312,8.93126298,1.005367272,0.7784222513,0.7419158899,0.04500455516,30.02662436,360.8935543,360.8935543,83226.79724,84850.98263,83225.27055,84849.45594,25000,26125.11388,0.5085498873,0.5019130363,0.5000000195,0.5000000195,16.13652344,16.17664429,-0.9999999752,-0.9999999752,76.10288602,0,0,45.4920845,734.4000086,757.2000027,950.0045776,4.503885905,46.34624304,70,4.463261149,14.55322266,0,0,0.1806163647,0.5859375,0.2975507523,0.9701498453,0.5032108165,1.640030502
28-Aug-2025 06:37:45,9221.061632,15793.67187,3779.872396,10012.92882,6,0,246.2092285,76.53299873,79.97481762,10.00811688,8.329997312,8.927773885,0.999270618,0.7720261928,0.7387617164,0.04500455516,30.56272821,361.4296582,361.4296582,83280.44676,84907.04486,83278.92007,84905.51816,25000,26125.11388,0.5047093199,0.4989552895,0.5000000195,0.5000000195,16.41105835,16.44737915,-0.9999999752,-0.9999999752,76.53299873,0,0,45.62973022,788.4000942,768.599987,950.0045776,4.503885905,46.34624304,70,4.43780245,14.57519531,0,0,0.1773093253,0.5859375,0.2950423514,0.9799947367,0.4957024357,1.620126699
28-Aug-2025 06:37:46,9221.551215,15551.2066,3780.242622,10126.6901,6,0,246.3951823,74.70094698,78.14239389,10.00811688,8.329997312,8.941725167,1.023666093,0.8215887621,0.7607091723,0.04500455516,31.10480201,361.971732,361.971732,83333.40092,84962.4386,83331.87423,84960.9119,25000,26125.11388,0.5160799809,0.5093558327,0.5000000195,0.5000000195,16.6901709,16.72331055,-0.9999999752,-0.9999999752,74.70094698,0,0,45.72608185,854.4000323,850.1999974,950.0045776,4.503885905,46.35667904,70,4.520348752,14.55322266,0,0,0.1825123086,0.5932617188,0.3044633486,0.9701498453,0.5031208857,1.620126699
28-Aug-2025 06:37:47,9227.523437,15430.53993,3780.558594,10192.09028,6,0,246.0585937,73.73449662,77.17096502,10.00811688,8.329997312,8.948528954,1.035582816,0.7986248467,0.7566100599,0.04500455516,31.64687032,362.5138003,362.5138003,83385.74519,85017.22243,83384.2185,85015.69573,25000,26125.11388,0.5156743787,0.5089114424,0.5000000195,0.5000000195,16.9671875,16.99694214,-0.9999999752,-0.9999999752,73.73449662,0,0,45.78114319,765.6001817,814.1999841,950.0045776,4.503885905,46.35667904,70,4.555572212,14.58251953,0,0,0.1835976816,0.5859375,0.299955369,0.9701498453,0.5066678277,1.63018561
28-Aug-2025 06:37:48,9204.384549,15502.58507,3780.363715,10125.2717,6,0,250.9243435,74.45637379,77.8852547,10.00811688,8.329997312,8.941502827,1.023278275,0.8199140835,0.7652309065,0.04500455516,32.18657276,363.0535027,363.0535027,83438.48769,85072.39382,83436.96099,85070.86713,25000,26125.11388,0.5175577866,0.5132662633,0.5000000195,0.5000000195,17.23810791,17.26430054,-0.9999999752,-0.9999999752,74.45637379,0,0,45.79490662,668.4000704,675.0000119,950.0045776,4.503885905,46.35667904,70,4.651166583,14.54589844,0,0,0.1855774917,0.5859375,0.3102910414,0.9799947367,0.5031665205,1.620126699
28-Aug-2025 06:37:49,9204.384549,15502.58507,3780.363715,10125.2717,6,0,250.9243435,74.45637379,77.8852547,10.00811688,8.329997312,8.941502827,1.023278275,0.8199140835,0.7652309065,0.04500455516,32.18657276,363.0535027,363.0535027,83438.48769,85072.39382,83436.96099,85070.86713,25000,26125.11388,0.5033902364,0.4992231093,0.5000000195,0.5000000195,17.51018066,17.53411255,-0.9999999752,-0.9999999752,74.45637379,0,0,46.73090363,767.999981,751.2000203,950.0045776,4.503885905,46.35667904,70,4.651166583,14.54589844,0,0,0.1855774917,0.5859375,0.3102910414,0.9799947367,0.5031665205,1.620126699
28-Aug-2025 06:37:50,9202.454861,15594.36979,3780.356771,10080.49132,6,0,250.8499349,75.16696399,78.58525094,10.00811688,8.329997312,8.934183988,1.010473409,0.8468314567,0.7720254279,0.04500455516,32.72215228,363.5890823,363.5890823,83491.49052,85127.80701,83489.96382,85126.28031,25000,26125.11388,0.5026175016,0.4984841587,0.5000000195,0.5000000195,17.7838208,17.80549316,-0.9999999752,-0.9999999752,75.16696399,0,0,46.79972458,780.0000476,796.1999774,950.0045776,4.503885905,46.35667904,70,4.472439766,14.50195313,0,0,0.1781404854,0.5786132813,0.2995082177,0.9701498453,0.4969377769,1.590163986
28-Aug-2025 06:37:51,9201.387153,15651.14583,3780.463108,10053.16059,6,0,251.1332465,75.60822609,79.01382475,10.00811688,8.329997312,8.928676501,1.000846876,0.8187394755,0.762282052,0.04500455516,33.25469601,364.121626,364.121626,83544.69983,85183.41301,83543.17313,85181.88631,25000,26125.11388,0.5125086357,0.5082799958,0.5000000195,0.5000000195,18.05589844,18.0755603,-0.9999999752,-0.9999999752,75.60822609,0,0,46.82725143,861.6000723,837.0000124,950.0045776,4.503885905,46.34624304,70,4.457913139,14.53125,0,0,0.1766835897,0.5859375,0.2969900961,0.9701498453,0.486234756,1.600008878
28-Aug-2025 06:37:52,9216.795139,15442.97743,3781.10026,10172.87413,6,0,254.4057346,73.93148617,77.31767531,10.00811688,8.329997312,8.938323783,1.017713628,0.8289602929,0.7580020345,0.04500455516,33.7891159,364.6560459,364.6560459,83597.21164,85238.32995,83595.68495,85236.80326,25000,26125.11388,0.4982208647,0.4957380415,0.5000000195,0.5000000195,18.3263501,18.34377441,-0.9999999752,-0.9999999752,73.93148617,0,0,46.8547821,962.3999895,962.9999995,950.0045776,4.503885905,46.34624304,70,4.51758436,14.52392578,0,0,0.1821147966,0.5859375,0.3020025324,0.9701498453,0.504186959,1.620126699
28-Aug-2025 06:37:53,9217.311632,15652.35764,3781.009983,10077.2526,6,0,254.2281087,75.52564518,78.8891024,10.00811688,8.329997312,8.922203163,0.9895431143,0.837949069,0.7274311185,0.04500455516,34.31817851,365.1851085,365.1851085,83650.67698,85294.17632,83649.15029,85292.64962,25000,26125.11388,0.4897726046,0.4873519954,0.5000000195,0.5000000195,18.59796387,18.61381592,-0.9999999752,-0.9999999752,75.52564518,0,0,46.8547821,1134.599982,1054.800034,950.0045776,4.503885905,46.34624304,70,4.509251345,14.56054688,0,0,0.1788453406,0.5786132813,0.2997925912,0.9701498453,0.4964743275,1.620126699
28-Aug-2025 06:37:54,9217.556424,16110.11632,3780.614583,9865.55816,6,0,253.2173123,78.93783768,82.27481764,10.00811688,8.329997312,8.893363307,0.9393162065,0.8414182009,0.7423871482,0.04500455516,34.83897035,365.7059003,365.7059003,83706.1207,85351.96384,83704.59401,85350.43714,25000,26125.11388,0.4908822257,0.4884876878,0.5000000195,0.5000000195,18.87299927,18.88726807,-0.9999999752,-0.9999999752,78.93783768,0,0,46.79972458,1204.200154,1204.80001,950.0045776,4.503885905,46.34624304,70,4.379389672,14.53125,0,0,0.175336565,0.5859375,0.2897459781,0.9701498453,0.4734782851,1.600008878
28-Aug-2025 06:37:55,9217.500868,16041.78299,3780.89974,9897.395833,6,0,252.1152344,78.46480389,81.77481742,10.00811688,8.329997312,8.892227133,0.9373426967,0.856310423,0.7454652116,0.04500455516,35.35497889,366.2219089,366.2219089,83761.17085,85409.33626,83759.64415,85407.80956,25000,26125.11388,0.4892046468,0.4884117689,0.5000000195,0.5000000195,19.15161987,19.16475952,-0.9999999752,-0.9999999752,78.46480389,0,0,45.94631577,1221.600144,1202.999949,950.0045776,4.503885905,46.34624304,70,4.272369713,14.58984375,0,0,0.1728496676,0.5932617188,0.284433685,0.9701498453,0.4797604342,1.620126699
28-Aug-2025 06:37:56,9199.953125,16172.8941,3780.754774,9810.793403,6,0,253.0910645,79.57863717,82.86053773,10.00811688,8.329997312,8.880147377,0.9163724341,0.8702951877,0.7533040485,0.04500455516,35.87257647,366.7395064,366.7395064,83817.65417,85468.149,83816.12747,85466.62231,25000,26125.11388,0.5058340803,0.5033904596,0.5000000195,0.5000000195,19.42811035,19.44012939,-0.9999999752,-0.9999999752,79.57863717,0,0,45.01032257,1115.999986,1174.800038,950.0045776,4.503885905,46.34624304,70,4.35089069,14.66308594,0,0,0.1773178224,0.6005859375,0.2876867075,0.9799947367,0.4863981449,1.650089413
28-Aug-2025 06:37:57,9201.769965,15728.84549,3781.587674,10019.84201,6,0,256.4784885,76.32036029,79.5748205,10.00811688,8.329997312,8.898074249,0.9475057622,0.8930979586,0.7505680985,0.04500455516,36.37914134,367.2460713,367.2460713,83871.11715,85523.89176,83869.59046,85522.36507,25000,26125.11388,0.5014463357,0.4998076086,0.5000000195,0.5000000195,19.70696655,19.7176355,-0.9999999752,-0.9999999752,76.32036029,0,0,44.8038559,1092.000174,1080.600023,950.0045776,4.503885905,46.34624304,70,4.349348886,14.69970703,0,0,0.1782607833,0.6005859375,0.2917427628,0.9799947367,0.4901492503,1.660148428
28-Aug-2025 06:37:58,9215.145833,15803.88021,3781.90408,10005.13108,6,0,253.8687337,76.80371796,80.03196079,10.00811688,8.329997312,8.890279114,0.9339588541,0.8801526013,0.7333835198,0.04500455516,36.88241176,367.7493417,367.7493417,83925.00287,85580.04242,83923.47618,85578.51573,25000,26125.11388,0.4977040932,0.4960881546,0.5000000195,0.5000000195,19.98240601,19.99172607,-0.9999999752,-0.9999999752,76.80371796,0,0,44.79008865,1058.99999,1068.600059,950.0045776,4.503885905,46.35667904,70,4.49026464,14.73632813,0,0,0.1834718747,0.6079101563,0.2987413027,0.9799947367,0.5126426113,1.660148428
28-Aug-2025 06:37:59,9212.215278,15877.47917,3782.063368,9966.908854,6,0,255.6426324,77.39698987,80.59954019,10.00811688,8.329997312,8.881905693,0.9194233426,0.9031728663,0.7724627107,0.04500455516,37.38088771,368.2478177,368.2478177,83979.21902,85636.50195,83977.69233,85634.97525,25000,26125.11388,0.5012828327,0.4996605834,0.5000000195,0.5000000195,20.26102173,20.26943848,-0.9999999752,-0.9999999752,77.39698987,0,0,44.8038559,954.0001569,963.5999799,950.0045776,4.503885905,46.35667904,70,4.371951063,14.67041016,0,0,0.1790560097,0.6005859375,0.2894738864,0.9799947367,0.4929743591,1.640030502
28-Aug-2025 06:38:00,9210.621528,15887.4184,3782.325955,9960.176215,6,0,253.4543457,77.50798439,80.68524985,10.00811688,8.329997312,8.876967313,0.9108583356,0.9110594475,0.7436070782,0.04500455516,37.88191968,368.7488497,368.7488497,84034.2256,85693.76339,84032.6989,85692.2367,25000,26125.11388,0.4956272865,0.4948252932,0.5000000195,0.5000000195,20.54009277,20.54760498,-0.9999999752,-0.9999999752,77.50798439,0,0,44.79008865,898.2001684,908.9999795,950.0045776,4.503885905,46.35667904,70,4.415909423,14.69238281,0,0,0.1797079525,0.6079101563,0.2931972267,0.9799947367,0.494170934,1.640030502
28-Aug-2025 06:38:01,9211.195312,15955.47743,3782.585503,9929.644097,6,0,254.751275,78.03318795,81.18524498,10.00811688,8.329997312,8.869285388,0.8975495746,0.9133889029,0.7295506655,0.04500455516,38.37704669,369.2439767,369.2439767,84089.3899,85751.15599,84087.86321,85749.6293,25000,26125.11388,0.5060244194,0.5035758904,0.5000000195,0.5000000195,20.81548828,20.82277588,-0.9999999752,-0.9999999752,78.03318795,0,0,44.81761932,924.6001008,921.5999842,950.0045776,4.503885905,46.35667904,70,4.359284959,14.72167969,0,0,0.1784975818,0.6005859375,0.2916108642,0.9900536475,0.4936886835,1.650089413
28-Aug-2025 06:38:02,9218.265625,15761.98958,3783.259983,10030.03906,6,0,258.7835286,76.58021548,79.69953774,10.00811688,8.329997312,8.873633243,0.9050798913,0.9244918716,0.75065581,0.04500455516,38.8663753,369.7333053,369.7333053,84143.45459,85807.42288,84141.92789,85805.89619,25000,26125.11388,0.5010508688,0.4978078364,0.5000000195,0.5000000195,21.09799316,21.10391113,-0.9999999752,-0.9999999752,76.58021548,0,0,44.81761932,861.000176,876.6000271,950.0045776,4.503885905,46.35667904,70,4.470353649,14.77294922,0,0,0.1817984117,0.6079101563,0.2994350507,0.9900536475,0.5012713955,1.660148428
28-Aug-2025 06:38:03,9219.021701,15825.97049,3783.549913,10001.71354,6,0,258.0910916,77.08549485,80.17096638,10.00811688,8.329997312,8.864571386,0.8893896598,0.9168417801,0.75638906,0.04500455516,39.34795995,370.2148899,370.2148899,84197.60236,85863.738,84196.07566,85862.21131,25000,26125.11388,0.5067216816,0.5050844525,0.5000000195,0.5000000195,21.37291016,21.37770996,-0.9999999752,-0.9999999752,77.08549485,0,0,44.84514618,928.2001208,918.6000228,950.0045776,4.503885905,46.34624304,70,4.444978614,14.765625,0,0,0.1809311,0.6005859375,0.2981388243,0.9900536475,0.4947114503,1.650089413
28-Aug-2025 06:38:04,9218.428819,15625.68056,3784.169271,10093.94618,6,0,261.8280436,75.6313147,78.6786653,10.00811688,8.329997312,8.867981949,0.8952917034,0.9081634366,0.7536145449,0.04500455516,39.82856019,370.6954902,370.6954902,84251.28321,85919.58178,84249.75652,85918.05508,25000,26125.11388,0.5114814672,0.5098181032,0.5000000195,0.5000000195,21.65081299,21.65471191,-0.9999999752,-0.9999999752,75.6313147,0,0,44.85890961,900.0000713,898.8000154,950.0045776,4.503885905,46.32537106,70,4.448306242,14.78027344,0,0,0.1814707751,0.6079101563,0.295548467,0.9900536475,0.5033771158,1.650089413
28-Aug-2025 06:38:05,9217.949653,15686.61806,3784.434462,10065.25781,6,0,261.3908691,76.13274682,79.13965795,10.00811688,8.329997312,8.857749241,0.8775912457,0.9423673699,0.7542514735,0.04500455516,40.30254143,371.1694714,371.1694714,84305.29255,85975.72425,84303.76586,85974.19755,25000,26125.11388,0.4885856302,0.4862061677,0.5000000195,0.5000000195,21.92694092,21.92993896,-0.9999999752,-0.9999999752,76.13274682,0,0,44.85890961,1027.200242,1016.99996,950.0045776,4.503885905,46.31493506,70,4.546782532,14.74365234,0,0,0.1835975416,0.5932617188,0.3051738895,0.9900536475,0.5060291151,1.660148428
28-Aug-2025 06:38:06,9218.125868,15919.25174,3784.514757,9957.735243,6,0,258.3624403,77.90618274,80.87207858,10.00811688,8.329997312,8.839400129,0.8459172423,0.9350241414,0.7569246996,0.04500455516,40.76727935,371.6342093,371.6342093,84360.23149,86032.75472,84358.70479,86031.22802,25000,26125.11388,0.5037876156,0.5029763795,0.5000000195,0.5000000195,22.20765381,22.20998047,-0.9999999752,-0.9999999752,77.90618274,0,0,44.85890961,989.4000323,994.1999912,950.0045776,4.503885905,46.30449907,70,4.340124452,14.72167969,0,0,0.172937113,0.6005859375,0.2916987869,0.9799947367,0.4848468234,1.640030502
28-Aug-2025 06:38:07,9219.579861,15686.52604,3785.240017,10067.93663,6,0,256.5127496,76.2082549,79.13307431,10.00811688,8.329997312,8.843383878,0.8527864714,0.9415276721,0.7712787961,0.04500455516,41.22438123,372.0913112,372.0913112,84413.83247,86088.41286,84412.30577,86086.88617,25000,26125.11388,0.5125321253,0.5117000768,0.5000000195,0.5000000195,22.48625244,22.48812744,-0.9999999752,-0.9999999752,76.2082549,0,0,44.85890961,987.6001294,988.2000089,950.0045776,4.503885905,46.30449907,70,4.419129484,14.80224609,0,0,0.1793963141,0.6005859375,0.2960039419,1.000112558,0.4980999511,1.650089413
28-Aug-2025 06:38:08,9214.592014,15563.6059,3785.738715,10117.76042,6,0,257.1694607,75.36567079,78.2473602,10.00811688,8.329997312,8.84153887,0.8496048881,0.9661897239,0.7525150271,0.04500455516,41.6751127,372.5420427,372.5420427,84466.88436,86143.49325,84465.35767,86141.96656,25000,26125.11388,0.4953235471,0.4929033841,0.5000000195,0.5000000195,22.76000488,22.76121094,-0.9999999752,-0.9999999752,75.36567079,0,0,44.85890961,1053.600068,1011.600018,950.0045776,4.503885905,46.29406308,70,4.551275976,14.83154297,0,0,0.184628975,0.6005859375,0.3068965743,0.9900536475,0.5130150821,1.66999311
28-Aug-2025 06:38:09,9212.195312,15845.10764,3785.780816,9983.77691,6,0,254.8431803,77.53772799,80.3759307,10.00811688,8.329997312,8.82047681,0.8133431756,0.9656758209,0.7814723311,0.04500455516,42.11872362,372.9856536,372.9856536,84521.42602,86200.03137,84519.89933,86198.50467,25000,26125.11388,0.4953747015,0.4945743974,0.5000000195,0.5000000195,23.03937012,23.03989258,-0.9999999752,-0.9999999752,77.53772799,0,0,44.84514618,1131.600072,1131.000042,950.0045776,4.503885905,46.30449907,70,4.414732652,14.82421875,0,0,0.1749211094,0.5932617188,0.2949112968,0.9900536475,0.4912554286,1.650089413
28-Aug-2025 06:38:10,9209.244792,15754.93056,3786.331163,10021.25955,6,0,253.2667372,76.93775014,79.73307254,10.00811688,8.329997312,8.816961197,0.8073016604,0.9635097409,0.7487179968,0.04500455516,42.55481303,373.421743,373.421743,84575.44417,86256.01212,84573.91748,86254.48542,25000,26125.11388,0.514359088,0.51269719,0.5000000195,0.5000000195,23.31656982,23.31642334,-0.9999999752,-0.9999999752,76.93775014,0,0,44.59738541,1012.800055,1049.399972,950.0045776,4.503885905,46.30449907,70,4.451807174,14.92675781,0,0,0.1798227568,0.6079101563,0.2953947114,0.9900536475,0.4907194525,1.640030502
28-Aug-2025 06:38:11,9191.088542,15540.17361,3786.866319,10094.20052,6,0,253.5116102,75.50555794,78.26164345,10.00811688,8.329997312,8.819153993,0.8110680936,0.9614744633,0.7517853512,0.04500455516,42.99000897,373.8569389,373.8569389,84629.10131,86311.62784,84627.57462,86310.10114,25000,26125.11388,0.4948767982,0.4932648117,0.5000000195,0.5000000195,23.59519775,23.59459717,-0.9999999752,-0.9999999752,75.50555794,0,0,44.41844559,1139.400009,1070.4,950.0045776,4.503885905,46.30449907,70,4.569341881,14.8828125,0,0,0.1836952272,0.6079101563,0.3056153946,1.000112558,0.5097518442,1.66999311
28-Aug-2025 06:38:12,9201.603299,15658.30035,3787.269965,10054.96788,6,0,254.9647624,76.36184438,79.07593113,10.00811688,8.329997312,8.806738688,0.7897518294,1.001472522,0.7517098147,0.04500455516,43.41218701,374.279117,374.279117,84682.55836,86366.98488,84681.03167,86365.45819,25000,26125.11388,0.5003896856,0.4995799793,0.5000000195,0.5000000195,23.87312256,23.87184326,-0.9999999752,-0.9999999752,76.36184438,0,0,44.10186005,1131.000069,1150.79999,950.0045776,4.503885905,46.30449907,70,4.488751719,14.87548828,0,0,0.1785036044,0.5932617188,0.2988476481,0.9900536475,0.5010980531,1.660148428
28-Aug-2025 06:38:13,9200.673611,15797.97049,3787.562934,9988.710069,6,0,254.9750163,77.4634276,80.13306966,10.00811688,8.329997312,8.79274559,0.7657722193,0.9842393067,0.7634741896,0.04500455516,43.82810917,374.6950391,374.6950391,84736.87245,86423.1708,84735.34575,86421.64411,25000,26125.11388,0.5064283005,0.5047893822,0.5000000195,0.5000000195,24.1508374,24.14933838,-0.9999999752,-0.9999999752,77.4634276,0,0,43.42739105,988.800136,1014.600039,950.0045776,4.503885905,46.29406308,70,4.46888754,14.92675781,0,0,0.1789954406,0.6005859375,0.2969260968,0.9900536475,0.4893475561,1.640030502
28-Aug-2025 06:38:14,9200.363715,15781.67187,3788.095486,9995.692708,6,0,250.943712,77.40166772,80.02263566,10.00811688,8.329997312,8.784936177,0.7524113796,0.9782665711,0.7673308841,0.04500455516,44.23699498,375.103925,375.103925,84791.21583,86479.35436,84789.68914,86477.82767,25000,26125.11388,0.4860307446,0.4844578331,0.5000000195,0.5000000195,24.42711426,24.42471924,-0.9999999752,-0.9999999752,77.40166772,0,0,43.42739105,679.2001303,722.99999,950.0045776,4.503885905,46.29406308,70,4.498278438,14.92675781,0,0,0.1815073625,0.6005859375,0.3031185188,1.000112558,0.4988996661,1.650089413
28-Aug-2025 06:38:15,9191.559028,15908.41667,3788.323785,9923.633681,6,0,250.2768012,78.46398858,81.03691936,10.00811688,8.329997312,8.771007333,0.7286197502,0.9470992039,0.763827458,0.04500455516,44.6423172,375.5092472,375.5092472,84846.84461,86536.80727,84845.31791,86535.28057,25000,26125.11388,0.5032887562,0.5024834801,0.5000000195,0.5000000195,24.70618164,24.70334229,-0.9999999752,-0.9999999752,78.46398858,0,0,43.45491791,759.6001484,730.1999927,950.0045776,4.503885905,46.29406308,70,4.363999514,14.8828125,0,0,0.1753029501,0.6005859375,0.2903467393,0.9900536475,0.488144753,1.66999311
28-Aug-2025 06:38:16,9177.855903,15717.94271,3788.867187,9991.717014,6,0,251.8844944,77.20719544,79.73307254,10.00811688,8.329997312,8.770022105,0.7269383785,0.9459421254,0.7585163837,0.04500455516,45.04109646,375.9080264,375.9080264,84901.70197,86593.45933,84900.17528,86591.93263,25000,26125.11388,0.4982165938,0.4974130388,0.5000000195,0.5000000195,24.98772949,24.98466309,-0.9999999752,-0.9999999752,77.20719544,0,0,43.67515564,773.4001715,787.1999741,950.0045776,4.503885905,46.30449907,70,4.460193476,14.92675781,0,0,0.1811579851,0.6079101563,0.2989405766,1.000112558,0.4962413805,1.660148428
28-Aug-2025 06:38:17,9175.053819,15842.71528,3789.082899,9929.363715,6,0,252.1988932,78.21158839,80.69021306,10.00811688,8.329997312,8.756668488,0.7041793358,0.9941568946,0.7695519113,0.04500455516,45.42687017,376.2938001,376.2938001,84956.48542,86649.97893,84954.95873,86648.45224,25000,26125.11388,0.5027981835,0.5027981835,0.5000000195,0.5000000195,25.26676514,25.26324951,-0.9999999752,-0.9999999752,78.21158839,0,0,43.71644974,708.6001329,735.0000143,950.0045776,4.503885905,46.30449907,70,4.428702019,14.97070313,0,0,0.1789625571,0.6079101563,0.2987968619,1.010171365,0.4978039069,1.680052126
28-Aug-2025 06:38:18,9219.036458,15621.52431,3790.304253,10096.77431,6,0,251.7936469,76.28557195,78.71878884,10.00811688,8.329997312,8.759341659,0.7087311571,0.9968468216,0.7479830301,0.04500455516,45.8080731,376.6750031,376.6750031,85010.27209,86705.48119,85008.7454,86703.9545,25000,26125.11388,0.502735109,0.502735109,0.5000000195,0.5000000195,25.54487549,25.54135986,-0.9999999752,-0.9999999752,76.28557195,0,0,44.15691376,700.8000361,699.000001,950.0045776,4.503885905,46.30449907,70,4.536659709,15.04394531,0,0,0.1833164368,0.6079101563,0.3046560159,1.010171365,0.5015595816,1.66999311
